order_id,product,category,region,quantity,unit_price,order_date,status,revenue,year_month,etl_timestamp,etl_batch_id
ORD-00014,Tablet,Headset,East,14,658.87,2024-07-21,cancelled,9224.18,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00015,Desk Lamp,Webcam,South,17,148.22,2024-10-14,completed,2519.74,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00016,Tablet,USB,West,38,405.4,2024-04-22,refunded,15405.2,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00017,Keyboard,Desk,West,6,758.21,2024-02-26,completed,4549.26,2024-02,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00018,Keyboard,Speaker,West,39,72.88,2024-07-14,completed,2842.32,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00019,Desk Lamp,Tablet,East,36,862.16,2024-01-06,completed,31037.76,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00020,Monitor,Laptop,East,50,644.54,2024-02-27,completed,32227.0,2024-02,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00021,Keyboard,Monitor,West,1,954.27,2024-05-14,refunded,954.27,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00022,Keyboard,Keyboard,North,41,305.45,2024-11-23,completed,12523.45,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00023,Mouse,Mouse,South,24,764.88,2024-10-03,refunded,18357.12,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00024,Speaker,Headset,North,39,330.9,2024-01-10,completed,12905.1,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00025,Webcam,Webcam,East,16,67.34,2024-10-17,cancelled,1077.44,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00026,Monitor,USB,West,5,978.19,2024-09-29,pending,4890.95,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00027,Keyboard,Desk,West,36,173.47,2024-09-27,cancelled,6244.92,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00028,Usb Hub,Speaker,South,35,757.7,2024-12-19,completed,26519.5,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00029,Headset,Tablet,West,43,653.37,2024-08-12,cancelled,28094.91,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00030,Desk Lamp,Laptop,North,16,232.44,2024-06-22,completed,3719.04,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00031,Speaker,Monitor,South,38,228.01,2024-02-06,pending,8664.38,2024-02,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00032,Laptop,Keyboard,South,5,906.36,2024-06-18,completed,4531.8,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00033,Mouse,Mouse,East,43,490.55,2024-10-03,completed,21093.65,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00034,Tablet,Headset,West,16,786.76,2024-07-27,completed,12588.16,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00035,Monitor,Webcam,West,23,429.33,2024-08-27,cancelled,9874.59,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00036,Laptop,USB,North,4,408.59,2024-06-22,pending,1634.36,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00037,Monitor,Desk,South,13,198.3,2024-08-17,completed,2577.9,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00038,Keyboard,Speaker,East,30,257.3,2024-02-08,completed,7719.0,2024-02,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00039,Speaker,Tablet,North,4,655.61,2024-10-03,pending,2622.44,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00040,Monitor,Laptop,South,11,412.34,2024-09-03,completed,4535.74,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00041,Usb Hub,Monitor,North,11,385.17,2024-07-18,completed,4236.87,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00042,Desk Lamp,Keyboard,East,28,699.62,2024-10-11,completed,19589.36,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00043,Desk Lamp,Mouse,South,13,303.73,2024-01-30,completed,3948.49,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00044,Speaker,Headset,North,48,320.46,2024-01-26,completed,15382.08,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00045,Speaker,Webcam,South,4,961.16,2024-02-11,cancelled,3844.64,2024-02,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00046,Monitor,USB,North,44,863.19,2024-07-25,completed,37980.36,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00047,Tablet,Desk,South,38,598.56,2024-11-13,completed,22745.28,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00048,Tablet,Speaker,East,17,212.21,2024-06-09,completed,3607.57,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00049,Usb Hub,Tablet,South,43,649.04,2024-08-22,completed,27908.72,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00050,Monitor,Electronics,West,40,998.46,2024-02-21,completed,39938.4,2024-02,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00051,Mouse,Office,East,9,933.92,2024-02-05,cancelled,8405.28,2024-02,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00052,Webcam,Home,South,29,835.4,2024-12-26,completed,24226.6,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00053,Speaker,Electronics,East,43,112.54,2024-03-09,completed,4839.22,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00054,Monitor,Office,South,18,288.93,2024-04-17,pending,5200.74,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00055,Mouse,Home,West,17,906.27,2024-01-27,completed,15406.59,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00056,Usb Hub,Home,North,1,340.21,2024-03-07,completed,340.21,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00057,Headset,Accessories,West,36,708.6,2024-10-14,completed,25509.6,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00058,Monitor,Accessories,North,24,586.67,2024-03-16,completed,14080.08,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00059,Laptop,Home,East,3,899.93,2024-04-17,completed,2699.79,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00060,Monitor,Home,West,40,751.97,2024-05-01,cancelled,30078.8,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00061,Keyboard,Sports,North,12,739.19,2024-06-19,pending,8870.28,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00062,Usb Hub,Accessories,East,11,789.49,2024-02-25,completed,8684.39,2024-02,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00063,Laptop,Sports,South,13,818.41,2024-08-23,completed,10639.33,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00064,Mouse,Accessories,North,43,201.19,2024-06-17,completed,8651.17,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00065,Monitor,Home,East,42,514.3,2024-12-13,refunded,21600.6,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00066,Speaker,Home,North,8,878.26,2024-05-13,completed,7026.08,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00067,Headset,Electronics,North,39,440.21,2024-06-09,completed,17168.19,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00068,Speaker,Electronics,West,37,198.17,2024-01-23,pending,7332.29,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00069,Laptop,Office,South,24,436.97,2024-12-06,cancelled,10487.28,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00070,Tablet,Home,North,47,901.04,2024-09-16,completed,42348.88,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00071,Usb Hub,Home,West,45,302.69,2024-03-06,completed,13621.05,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00072,Usb Hub,Accessories,East,26,552.45,2024-01-01,completed,14363.7,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00073,Mouse,Sports,East,30,447.36,2024-12-11,completed,13420.8,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00074,Desk Lamp,Accessories,North,19,520.29,2024-11-20,completed,9885.51,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00075,Monitor,Accessories,East,15,808.49,2024-03-16,completed,12127.35,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00076,Mouse,Sports,North,30,420.29,2024-11-18,completed,12608.7,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00077,Usb Hub,Sports,West,16,156.09,2024-12-18,completed,2497.44,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00078,Monitor,Sports,South,12,806.06,2024-12-22,completed,9672.72,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00079,Laptop,Office,South,8,461.89,2024-08-25,completed,3695.12,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00080,Speaker,Office,East,49,892.5,2024-11-09,pending,43732.5,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00081,Speaker,Sports,West,11,746.21,2024-08-31,completed,8208.31,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00082,Mouse,Home,West,41,246.84,2024-08-13,completed,10120.44,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00083,Headset,Accessories,East,22,326.5,2024-10-03,completed,7183.0,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00084,Keyboard,Accessories,West,45,161.27,2024-04-19,completed,7257.15,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00085,Usb Hub,Home,West,27,71.63,2024-08-03,completed,1934.01,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00086,Tablet,Electronics,West,31,15.83,2024-06-29,completed,490.73,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00087,Usb Hub,Sports,South,32,227.22,2024-08-11,completed,7271.04,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00088,Usb Hub,Home,West,47,173.38,2024-08-27,cancelled,8148.86,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00089,Tablet,Office,North,26,595.96,2024-12-05,completed,15494.96,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00090,Usb Hub,Accessories,West,12,59.77,2024-07-13,completed,717.24,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00091,Desk Lamp,Home,East,49,880.83,2024-05-22,pending,43160.67,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00092,Usb Hub,Home,North,31,29.18,2024-10-03,completed,904.58,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00093,Webcam,Accessories,North,50,957.7,2024-01-21,pending,47885.0,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00094,Mouse,Accessories,North,40,160.85,2024-03-05,completed,6434.0,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00095,Monitor,Office,South,30,702.46,2024-07-07,completed,21073.8,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00096,Tablet,Electronics,South,20,117.01,2024-01-14,cancelled,2340.2,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00097,Tablet,Sports,West,46,206.34,2024-10-30,completed,9491.64,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00098,Mouse,Electronics,East,44,604.4,2024-03-02,pending,26593.6,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00099,Tablet,Electronics,East,35,434.08,2024-07-08,completed,15192.8,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00100,Webcam,Electronics,West,32,114.47,2024-07-04,completed,3663.04,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00101,Desk Lamp,Accessories,West,12,736.45,2024-11-29,completed,8837.4,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00102,Speaker,Sports,West,28,827.47,2024-10-30,completed,23169.16,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00103,Mouse,Electronics,East,29,251.41,2024-08-25,completed,7290.89,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00104,Usb Hub,Home,North,32,852.43,2024-04-03,completed,27277.76,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00105,Webcam,Home,East,18,881.51,2024-12-25,cancelled,15867.18,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00106,Speaker,Electronics,South,6,248.93,2024-07-27,completed,1493.58,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00107,Mouse,Sports,West,29,794.99,2024-02-17,completed,23054.71,2024-02,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00108,Usb Hub,Accessories,East,43,585.73,2024-08-30,completed,25186.39,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00109,Webcam,Sports,East,23,705.82,2024-05-18,completed,16233.86,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00110,Mouse,Electronics,South,21,128.35,2024-10-01,refunded,2695.35,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00111,Keyboard,Accessories,South,48,489.35,2024-10-28,refunded,23488.8,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00112,Speaker,Office,East,7,834.29,2024-05-31,completed,5840.03,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00113,Keyboard,Home,North,46,538.78,2024-05-20,completed,24783.88,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00114,Laptop,Office,East,45,944.64,2024-11-22,cancelled,42508.8,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00115,Desk Lamp,Electronics,North,37,291.49,2024-09-02,completed,10785.13,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00116,Keyboard,Electronics,East,31,122.94,2024-02-03,completed,3811.14,2024-02,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00117,Monitor,Office,North,10,157.7,2024-10-15,cancelled,1577.0,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00118,Monitor,Accessories,North,36,766.79,2024-11-06,completed,27604.44,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00119,Tablet,Accessories,West,29,909.41,2024-06-01,cancelled,26372.89,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00120,Usb Hub,Home,North,40,960.5,2024-02-20,cancelled,38420.0,2024-02,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00121,Mouse,Accessories,East,43,90.37,2024-05-02,completed,3885.91,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00122,Monitor,Accessories,North,27,455.99,2024-10-31,completed,12311.73,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00123,Laptop,Accessories,East,46,289.88,2024-08-20,completed,13334.48,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00124,Mouse,Home,South,28,123.62,2024-04-25,completed,3461.36,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00125,Headset,Accessories,North,4,174.25,2024-06-06,completed,697.0,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00126,Tablet,Home,West,8,474.0,2024-06-04,completed,3792.0,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00127,Headset,Office,West,29,89.63,2024-01-21,cancelled,2599.27,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00128,Webcam,Office,East,2,100.4,2024-12-11,pending,200.8,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00129,Tablet,Office,North,49,675.55,2024-05-17,completed,33101.95,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00130,Keyboard,Sports,West,18,189.66,2024-10-26,completed,3413.88,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00131,Desk Lamp,Electronics,West,23,414.25,2024-06-13,completed,9527.75,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00132,Keyboard,Home,West,45,500.5,2024-12-05,cancelled,22522.5,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00133,Speaker,Electronics,West,6,321.36,2024-06-14,completed,1928.16,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00134,Usb Hub,Office,North,43,870.66,2024-08-24,completed,37438.38,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00135,Mouse,Office,East,40,758.87,2024-11-16,completed,30354.8,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00136,Laptop,Accessories,East,36,139.69,2024-05-27,completed,5028.84,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00137,Desk Lamp,Electronics,North,41,612.77,2024-05-02,pending,25123.57,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00138,Headset,Office,North,36,413.9,2024-04-25,refunded,14900.4,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00139,Monitor,Sports,North,42,833.81,2024-09-12,cancelled,35020.02,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00140,Headset,Office,East,27,836.37,2024-08-29,completed,22581.99,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00141,Speaker,Accessories,West,13,922.64,2024-09-17,pending,11994.32,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00142,Keyboard,Electronics,East,50,792.1,2024-07-31,completed,39605.0,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00143,Speaker,Home,North,19,728.78,2024-10-27,completed,13846.82,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00144,Desk Lamp,Accessories,West,35,489.49,2024-06-19,completed,17132.15,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00145,Speaker,Sports,West,21,870.9,2024-12-23,completed,18288.9,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00146,Usb Hub,Accessories,West,3,324.98,2024-08-30,pending,974.94,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00147,Usb Hub,Sports,South,32,965.17,2024-03-05,completed,30885.44,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00148,Tablet,Home,North,29,108.7,2024-08-21,completed,3152.3,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00149,Keyboard,Sports,South,5,474.79,2024-05-15,completed,2373.95,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00150,Usb Hub,Electronics,East,44,860.74,2024-07-13,refunded,37872.56,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00151,Desk Lamp,Office,North,40,77.73,2024-11-19,completed,3109.2,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00152,Headset,Accessories,North,28,978.54,2024-11-20,pending,27399.12,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00153,Monitor,Sports,South,45,306.46,2024-01-15,completed,13790.7,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00154,Laptop,Home,East,24,436.37,2024-05-05,completed,10472.88,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00155,Tablet,Accessories,South,12,88.17,2024-07-14,completed,1058.04,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00156,Mouse,Sports,South,15,466.53,2024-05-10,completed,6997.95,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00157,Laptop,Sports,East,44,551.12,2024-02-07,completed,24249.28,2024-02,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00158,Webcam,Office,East,41,962.4,2024-12-19,completed,39458.4,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00159,Headset,Accessories,West,31,115.58,2024-07-14,completed,3582.98,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00160,Tablet,Home,East,2,978.16,2024-12-03,completed,1956.32,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00161,Laptop,Office,North,39,747.71,2024-05-26,pending,29160.69,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00162,Mouse,Office,East,15,640.24,2024-11-13,completed,9603.6,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00163,Keyboard,Electronics,North,20,790.71,2024-01-18,completed,15814.2,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00164,Keyboard,Electronics,East,21,750.0,2024-03-30,completed,15750.0,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00165,Speaker,Home,East,11,264.39,2024-09-03,refunded,2908.29,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00166,Headset,Home,North,30,963.25,2024-03-13,pending,28897.5,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00167,Mouse,Sports,East,6,792.77,2024-01-08,completed,4756.62,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00168,Monitor,Sports,East,44,751.51,2024-05-14,completed,33066.44,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00169,Webcam,Electronics,South,31,34.76,2024-10-14,completed,1077.56,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00170,Tablet,Accessories,North,41,825.61,2024-12-24,completed,33850.01,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00171,Usb Hub,Electronics,South,3,946.79,2024-06-04,refunded,2840.37,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00172,Monitor,Electronics,South,35,144.3,2024-08-20,completed,5050.5,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00173,Speaker,Sports,South,27,658.36,2024-09-07,completed,17775.72,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00174,Headset,Electronics,East,14,448.94,2024-04-30,cancelled,6285.16,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00175,Monitor,Home,East,4,404.15,2024-04-07,refunded,1616.6,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00176,Desk Lamp,Electronics,South,42,643.09,2024-01-11,completed,27009.78,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00177,Webcam,Accessories,South,37,213.14,2024-10-10,completed,7886.18,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00178,Mouse,Accessories,East,50,156.07,2024-11-01,completed,7803.5,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00179,Keyboard,Accessories,East,12,118.82,2024-01-14,completed,1425.84,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00180,Webcam,Accessories,East,2,182.49,2024-01-27,completed,364.98,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00181,Usb Hub,Office,North,48,72.91,2024-08-17,pending,3499.68,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00182,Speaker,Office,North,29,508.79,2024-11-10,completed,14754.91,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00183,Speaker,Home,West,42,964.38,2024-02-01,refunded,40503.96,2024-02,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00184,Usb Hub,Sports,North,32,715.27,2024-08-15,completed,22888.64,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00185,Monitor,Home,South,5,134.92,2024-11-15,completed,674.6,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00186,Speaker,Home,West,39,535.24,2024-08-20,completed,20874.36,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00187,Usb Hub,Electronics,North,42,654.4,2024-10-09,pending,27484.8,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00188,Mouse,Sports,West,15,419.67,2024-08-20,completed,6295.05,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00189,Monitor,Home,West,21,668.45,2024-07-10,refunded,14037.45,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00190,Desk Lamp,Electronics,North,6,102.29,2024-02-19,pending,613.74,2024-02,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00191,Webcam,Accessories,North,38,957.05,2024-10-14,completed,36367.9,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-00192,Monitor,Sports,East,43,941.71,2024-08-04,cancelled,40493.53,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
