full_date,date_id,day_of_week,day_name,month_number,month_name,quarter,year,is_weekend,fiscal_year
2020-02-20,20200220,4,Thursday,2,February,1,2020,False,2020
2020-02-21,20200221,5,Friday,2,February,1,2020,False,2020
2020-02-22,20200222,6,Saturday,2,February,1,2020,True,2020
2020-02-23,20200223,7,Sunday,2,February,1,2020,True,2020
2020-02-24,20200224,1,Monday,2,February,1,2020,False,2020
2020-02-25,20200225,2,Tuesday,2,February,1,2020,False,2020
2020-02-26,20200226,3,Wednesday,2,February,1,2020,False,2020
2020-02-27,20200227,4,Thursday,2,February,1,2020,False,2020
2020-02-28,20200228,5,Friday,2,February,1,2020,False,2020
2020-02-29,20200229,6,Saturday,2,February,1,2020,True,2020
2020-03-01,20200301,7,Sunday,3,March,1,2020,True,2020
2020-03-02,20200302,1,Monday,3,March,1,2020,False,2020
2020-03-03,20200303,2,Tuesday,3,March,1,2020,False,2020
2020-03-04,20200304,3,Wednesday,3,March,1,2020,False,2020
2020-03-05,20200305,4,Thursday,3,March,1,2020,False,2020
2020-03-06,20200306,5,Friday,3,March,1,2020,False,2020
2020-03-07,20200307,6,Saturday,3,March,1,2020,True,2020
2020-03-08,20200308,7,Sunday,3,March,1,2020,True,2020
2020-03-09,20200309,1,Monday,3,March,1,2020,False,2020
2020-03-10,20200310,2,Tuesday,3,March,1,2020,False,2020
2020-03-11,20200311,3,Wednesday,3,March,1,2020,False,2020
2020-03-12,20200312,4,Thursday,3,March,1,2020,False,2020
2020-03-13,20200313,5,Friday,3,March,1,2020,False,2020
2020-03-14,20200314,6,Saturday,3,March,1,2020,True,2020
2020-03-15,20200315,7,Sunday,3,March,1,2020,True,2020
2020-03-16,20200316,1,Monday,3,March,1,2020,False,2020
2020-03-17,20200317,2,Tuesday,3,March,1,2020,False,2020
2020-03-18,20200318,3,Wednesday,3,March,1,2020,False,2020
2020-03-19,20200319,4,Thursday,3,March,1,2020,False,2020
2020-03-20,20200320,5,Friday,3,March,1,2020,False,2020
2020-03-21,20200321,6,Saturday,3,March,1,2020,True,2020
2020-03-22,20200322,7,Sunday,3,March,1,2020,True,2020
2020-03-23,20200323,1,Monday,3,March,1,2020,False,2020
2020-03-24,20200324,2,Tuesday,3,March,1,2020,False,2020
2020-03-25,20200325,3,Wednesday,3,March,1,2020,False,2020
2020-03-26,20200326,4,Thursday,3,March,1,2020,False,2020
2020-03-27,20200327,5,Friday,3,March,1,2020,False,2020
2020-03-28,20200328,6,Saturday,3,March,1,2020,True,2020
2020-03-29,20200329,7,Sunday,3,March,1,2020,True,2020
2020-03-30,20200330,1,Monday,3,March,1,2020,False,2020
2020-03-31,20200331,2,Tuesday,3,March,1,2020,False,2020
2020-04-01,20200401,3,Wednesday,4,April,2,2020,False,2020
2020-04-02,20200402,4,Thursday,4,April,2,2020,False,2020
2020-04-03,20200403,5,Friday,4,April,2,2020,False,2020
2020-04-04,20200404,6,Saturday,4,April,2,2020,True,2020
2020-04-05,20200405,7,Sunday,4,April,2,2020,True,2020
2020-04-06,20200406,1,Monday,4,April,2,2020,False,2020
2020-04-07,20200407,2,Tuesday,4,April,2,2020,False,2020
2020-04-08,20200408,3,Wednesday,4,April,2,2020,False,2020
2020-04-09,20200409,4,Thursday,4,April,2,2020,False,2020
2020-04-10,20200410,5,Friday,4,April,2,2020,False,2020
2020-04-11,20200411,6,Saturday,4,April,2,2020,True,2020
2020-04-12,20200412,7,Sunday,4,April,2,2020,True,2020
2020-04-13,20200413,1,Monday,4,April,2,2020,False,2020
2020-04-14,20200414,2,Tuesday,4,April,2,2020,False,2020
2020-04-15,20200415,3,Wednesday,4,April,2,2020,False,2020
2020-04-16,20200416,4,Thursday,4,April,2,2020,False,2020
2020-04-17,20200417,5,Friday,4,April,2,2020,False,2020
2020-04-18,20200418,6,Saturday,4,April,2,2020,True,2020
2020-04-19,20200419,7,Sunday,4,April,2,2020,True,2020
2020-04-20,20200420,1,Monday,4,April,2,2020,False,2020
2020-04-21,20200421,2,Tuesday,4,April,2,2020,False,2020
2020-04-22,20200422,3,Wednesday,4,April,2,2020,False,2020
2020-04-23,20200423,4,Thursday,4,April,2,2020,False,2020
2020-04-24,20200424,5,Friday,4,April,2,2020,False,2020
2020-04-25,20200425,6,Saturday,4,April,2,2020,True,2020
2020-04-26,20200426,7,Sunday,4,April,2,2020,True,2020
2020-04-27,20200427,1,Monday,4,April,2,2020,False,2020
2020-04-28,20200428,2,Tuesday,4,April,2,2020,False,2020
2020-04-29,20200429,3,Wednesday,4,April,2,2020,False,2020
2020-04-30,20200430,4,Thursday,4,April,2,2020,False,2020
2020-05-01,20200501,5,Friday,5,May,2,2020,False,2020
2020-05-02,20200502,6,Saturday,5,May,2,2020,True,2020
2020-05-03,20200503,7,Sunday,5,May,2,2020,True,2020
2020-05-04,20200504,1,Monday,5,May,2,2020,False,2020
2020-05-05,20200505,2,Tuesday,5,May,2,2020,False,2020
2020-05-06,20200506,3,Wednesday,5,May,2,2020,False,2020
2020-05-07,20200507,4,Thursday,5,May,2,2020,False,2020
2020-05-08,20200508,5,Friday,5,May,2,2020,False,2020
2020-05-09,20200509,6,Saturday,5,May,2,2020,True,2020
2020-05-10,20200510,7,Sunday,5,May,2,2020,True,2020
2020-05-11,20200511,1,Monday,5,May,2,2020,False,2020
2020-05-12,20200512,2,Tuesday,5,May,2,2020,False,2020
2020-05-13,20200513,3,Wednesday,5,May,2,2020,False,2020
2020-05-14,20200514,4,Thursday,5,May,2,2020,False,2020
2020-05-15,20200515,5,Friday,5,May,2,2020,False,2020
2020-05-16,20200516,6,Saturday,5,May,2,2020,True,2020
2020-05-17,20200517,7,Sunday,5,May,2,2020,True,2020
2020-05-18,20200518,1,Monday,5,May,2,2020,False,2020
2020-05-19,20200519,2,Tuesday,5,May,2,2020,False,2020
2020-05-20,20200520,3,Wednesday,5,May,2,2020,False,2020
2020-05-21,20200521,4,Thursday,5,May,2,2020,False,2020
2020-05-22,20200522,5,Friday,5,May,2,2020,False,2020
2020-05-23,20200523,6,Saturday,5,May,2,2020,True,2020
2020-05-24,20200524,7,Sunday,5,May,2,2020,True,2020
2020-05-25,20200525,1,Monday,5,May,2,2020,False,2020
2020-05-26,20200526,2,Tuesday,5,May,2,2020,False,2020
2020-05-27,20200527,3,Wednesday,5,May,2,2020,False,2020
2020-05-28,20200528,4,Thursday,5,May,2,2020,False,2020
2020-05-29,20200529,5,Friday,5,May,2,2020,False,2020
2020-05-30,20200530,6,Saturday,5,May,2,2020,True,2020
2020-05-31,20200531,7,Sunday,5,May,2,2020,True,2020
2020-06-01,20200601,1,Monday,6,June,2,2020,False,2020
2020-06-02,20200602,2,Tuesday,6,June,2,2020,False,2020
2020-06-03,20200603,3,Wednesday,6,June,2,2020,False,2020
2020-06-04,20200604,4,Thursday,6,June,2,2020,False,2020
2020-06-05,20200605,5,Friday,6,June,2,2020,False,2020
2020-06-06,20200606,6,Saturday,6,June,2,2020,True,2020
2020-06-07,20200607,7,Sunday,6,June,2,2020,True,2020
2020-06-08,20200608,1,Monday,6,June,2,2020,False,2020
2020-06-09,20200609,2,Tuesday,6,June,2,2020,False,2020
2020-06-10,20200610,3,Wednesday,6,June,2,2020,False,2020
2020-06-11,20200611,4,Thursday,6,June,2,2020,False,2020
2020-06-12,20200612,5,Friday,6,June,2,2020,False,2020
2020-06-13,20200613,6,Saturday,6,June,2,2020,True,2020
2020-06-14,20200614,7,Sunday,6,June,2,2020,True,2020
2020-06-15,20200615,1,Monday,6,June,2,2020,False,2020
2020-06-16,20200616,2,Tuesday,6,June,2,2020,False,2020
2020-06-17,20200617,3,Wednesday,6,June,2,2020,False,2020
2020-06-18,20200618,4,Thursday,6,June,2,2020,False,2020
2020-06-19,20200619,5,Friday,6,June,2,2020,False,2020
2020-06-20,20200620,6,Saturday,6,June,2,2020,True,2020
2020-06-21,20200621,7,Sunday,6,June,2,2020,True,2020
2020-06-22,20200622,1,Monday,6,June,2,2020,False,2020
2020-06-23,20200623,2,Tuesday,6,June,2,2020,False,2020
2020-06-24,20200624,3,Wednesday,6,June,2,2020,False,2020
2020-06-25,20200625,4,Thursday,6,June,2,2020,False,2020
2020-06-26,20200626,5,Friday,6,June,2,2020,False,2020
2020-06-27,20200627,6,Saturday,6,June,2,2020,True,2020
2020-06-28,20200628,7,Sunday,6,June,2,2020,True,2020
2020-06-29,20200629,1,Monday,6,June,2,2020,False,2020
2020-06-30,20200630,2,Tuesday,6,June,2,2020,False,2020
2020-07-01,20200701,3,Wednesday,7,July,3,2020,False,2020
2020-07-02,20200702,4,Thursday,7,July,3,2020,False,2020
2020-07-03,20200703,5,Friday,7,July,3,2020,False,2020
2020-07-04,20200704,6,Saturday,7,July,3,2020,True,2020
2020-07-05,20200705,7,Sunday,7,July,3,2020,True,2020
2020-07-06,20200706,1,Monday,7,July,3,2020,False,2020
2020-07-07,20200707,2,Tuesday,7,July,3,2020,False,2020
2020-07-08,20200708,3,Wednesday,7,July,3,2020,False,2020
2020-07-09,20200709,4,Thursday,7,July,3,2020,False,2020
2020-07-10,20200710,5,Friday,7,July,3,2020,False,2020
2020-07-11,20200711,6,Saturday,7,July,3,2020,True,2020
2020-07-12,20200712,7,Sunday,7,July,3,2020,True,2020
2020-07-13,20200713,1,Monday,7,July,3,2020,False,2020
2020-07-14,20200714,2,Tuesday,7,July,3,2020,False,2020
2020-07-15,20200715,3,Wednesday,7,July,3,2020,False,2020
2020-07-16,20200716,4,Thursday,7,July,3,2020,False,2020
2020-07-17,20200717,5,Friday,7,July,3,2020,False,2020
2020-07-18,20200718,6,Saturday,7,July,3,2020,True,2020
2020-07-19,20200719,7,Sunday,7,July,3,2020,True,2020
2020-07-20,20200720,1,Monday,7,July,3,2020,False,2020
2020-07-21,20200721,2,Tuesday,7,July,3,2020,False,2020
2020-07-22,20200722,3,Wednesday,7,July,3,2020,False,2020
2020-07-23,20200723,4,Thursday,7,July,3,2020,False,2020
2020-07-24,20200724,5,Friday,7,July,3,2020,False,2020
2020-07-25,20200725,6,Saturday,7,July,3,2020,True,2020
2020-07-26,20200726,7,Sunday,7,July,3,2020,True,2020
2020-07-27,20200727,1,Monday,7,July,3,2020,False,2020
2020-07-28,20200728,2,Tuesday,7,July,3,2020,False,2020
2020-07-29,20200729,3,Wednesday,7,July,3,2020,False,2020
2020-07-30,20200730,4,Thursday,7,July,3,2020,False,2020
2020-07-31,20200731,5,Friday,7,July,3,2020,False,2020
2020-08-01,20200801,6,Saturday,8,August,3,2020,True,2021
2020-08-02,20200802,7,Sunday,8,August,3,2020,True,2021
2020-08-03,20200803,1,Monday,8,August,3,2020,False,2021
2020-08-04,20200804,2,Tuesday,8,August,3,2020,False,2021
2020-08-05,20200805,3,Wednesday,8,August,3,2020,False,2021
2020-08-06,20200806,4,Thursday,8,August,3,2020,False,2021
2020-08-07,20200807,5,Friday,8,August,3,2020,False,2021
2020-08-08,20200808,6,Saturday,8,August,3,2020,True,2021
2020-08-09,20200809,7,Sunday,8,August,3,2020,True,2021
2020-08-10,20200810,1,Monday,8,August,3,2020,False,2021
2020-08-11,20200811,2,Tuesday,8,August,3,2020,False,2021
2020-08-12,20200812,3,Wednesday,8,August,3,2020,False,2021
2020-08-13,20200813,4,Thursday,8,August,3,2020,False,2021
2020-08-14,20200814,5,Friday,8,August,3,2020,False,2021
2020-08-15,20200815,6,Saturday,8,August,3,2020,True,2021
2020-08-16,20200816,7,Sunday,8,August,3,2020,True,2021
2020-08-17,20200817,1,Monday,8,August,3,2020,False,2021
2020-08-18,20200818,2,Tuesday,8,August,3,2020,False,2021
2020-08-19,20200819,3,Wednesday,8,August,3,2020,False,2021
2020-08-20,20200820,4,Thursday,8,August,3,2020,False,2021
2020-08-21,20200821,5,Friday,8,August,3,2020,False,2021
2020-08-22,20200822,6,Saturday,8,August,3,2020,True,2021
2020-08-23,20200823,7,Sunday,8,August,3,2020,True,2021
2020-08-24,20200824,1,Monday,8,August,3,2020,False,2021
2020-08-25,20200825,2,Tuesday,8,August,3,2020,False,2021
2020-08-26,20200826,3,Wednesday,8,August,3,2020,False,2021
2020-08-27,20200827,4,Thursday,8,August,3,2020,False,2021
2020-08-28,20200828,5,Friday,8,August,3,2020,False,2021
2020-08-29,20200829,6,Saturday,8,August,3,2020,True,2021
2020-08-30,20200830,7,Sunday,8,August,3,2020,True,2021
2020-08-31,20200831,1,Monday,8,August,3,2020,False,2021
2020-09-01,20200901,2,Tuesday,9,September,3,2020,False,2021
2020-09-02,20200902,3,Wednesday,9,September,3,2020,False,2021
2020-09-03,20200903,4,Thursday,9,September,3,2020,False,2021
2020-09-04,20200904,5,Friday,9,September,3,2020,False,2021
2020-09-05,20200905,6,Saturday,9,September,3,2020,True,2021
2020-09-06,20200906,7,Sunday,9,September,3,2020,True,2021
2020-09-07,20200907,1,Monday,9,September,3,2020,False,2021
2020-09-08,20200908,2,Tuesday,9,September,3,2020,False,2021
2020-09-09,20200909,3,Wednesday,9,September,3,2020,False,2021
2020-09-10,20200910,4,Thursday,9,September,3,2020,False,2021
2020-09-11,20200911,5,Friday,9,September,3,2020,False,2021
2020-09-12,20200912,6,Saturday,9,September,3,2020,True,2021
2020-09-13,20200913,7,Sunday,9,September,3,2020,True,2021
2020-09-14,20200914,1,Monday,9,September,3,2020,False,2021
2020-09-15,20200915,2,Tuesday,9,September,3,2020,False,2021
2020-09-16,20200916,3,Wednesday,9,September,3,2020,False,2021
2020-09-17,20200917,4,Thursday,9,September,3,2020,False,2021
2020-09-18,20200918,5,Friday,9,September,3,2020,False,2021
2020-09-19,20200919,6,Saturday,9,September,3,2020,True,2021
2020-09-20,20200920,7,Sunday,9,September,3,2020,True,2021
2020-09-21,20200921,1,Monday,9,September,3,2020,False,2021
2020-09-22,20200922,2,Tuesday,9,September,3,2020,False,2021
2020-09-23,20200923,3,Wednesday,9,September,3,2020,False,2021
2020-09-24,20200924,4,Thursday,9,September,3,2020,False,2021
2020-09-25,20200925,5,Friday,9,September,3,2020,False,2021
2020-09-26,20200926,6,Saturday,9,September,3,2020,True,2021
2020-09-27,20200927,7,Sunday,9,September,3,2020,True,2021
2020-09-28,20200928,1,Monday,9,September,3,2020,False,2021
2020-09-29,20200929,2,Tuesday,9,September,3,2020,False,2021
2020-09-30,20200930,3,Wednesday,9,September,3,2020,False,2021
2020-10-01,20201001,4,Thursday,10,October,4,2020,False,2021
2020-10-02,20201002,5,Friday,10,October,4,2020,False,2021
2020-10-03,20201003,6,Saturday,10,October,4,2020,True,2021
2020-10-04,20201004,7,Sunday,10,October,4,2020,True,2021
2020-10-05,20201005,1,Monday,10,October,4,2020,False,2021
2020-10-06,20201006,2,Tuesday,10,October,4,2020,False,2021
2020-10-07,20201007,3,Wednesday,10,October,4,2020,False,2021
2020-10-08,20201008,4,Thursday,10,October,4,2020,False,2021
2020-10-09,20201009,5,Friday,10,October,4,2020,False,2021
2020-10-10,20201010,6,Saturday,10,October,4,2020,True,2021
2020-10-11,20201011,7,Sunday,10,October,4,2020,True,2021
2020-10-12,20201012,1,Monday,10,October,4,2020,False,2021
2020-10-13,20201013,2,Tuesday,10,October,4,2020,False,2021
2020-10-14,20201014,3,Wednesday,10,October,4,2020,False,2021
2020-10-15,20201015,4,Thursday,10,October,4,2020,False,2021
2020-10-16,20201016,5,Friday,10,October,4,2020,False,2021
2020-10-17,20201017,6,Saturday,10,October,4,2020,True,2021
2020-10-18,20201018,7,Sunday,10,October,4,2020,True,2021
2020-10-19,20201019,1,Monday,10,October,4,2020,False,2021
2020-10-20,20201020,2,Tuesday,10,October,4,2020,False,2021
2020-10-21,20201021,3,Wednesday,10,October,4,2020,False,2021
2020-10-22,20201022,4,Thursday,10,October,4,2020,False,2021
2020-10-23,20201023,5,Friday,10,October,4,2020,False,2021
2020-10-24,20201024,6,Saturday,10,October,4,2020,True,2021
2020-10-25,20201025,7,Sunday,10,October,4,2020,True,2021
2020-10-26,20201026,1,Monday,10,October,4,2020,False,2021
2020-10-27,20201027,2,Tuesday,10,October,4,2020,False,2021
2020-10-28,20201028,3,Wednesday,10,October,4,2020,False,2021
2020-10-29,20201029,4,Thursday,10,October,4,2020,False,2021
2020-10-30,20201030,5,Friday,10,October,4,2020,False,2021
2020-10-31,20201031,6,Saturday,10,October,4,2020,True,2021
2020-11-01,20201101,7,Sunday,11,November,4,2020,True,2021
2020-11-02,20201102,1,Monday,11,November,4,2020,False,2021
2020-11-03,20201103,2,Tuesday,11,November,4,2020,False,2021
2020-11-04,20201104,3,Wednesday,11,November,4,2020,False,2021
2020-11-05,20201105,4,Thursday,11,November,4,2020,False,2021
2020-11-06,20201106,5,Friday,11,November,4,2020,False,2021
2020-11-07,20201107,6,Saturday,11,November,4,2020,True,2021
2020-11-08,20201108,7,Sunday,11,November,4,2020,True,2021
2020-11-09,20201109,1,Monday,11,November,4,2020,False,2021
2020-11-10,20201110,2,Tuesday,11,November,4,2020,False,2021
2020-11-11,20201111,3,Wednesday,11,November,4,2020,False,2021
2020-11-12,20201112,4,Thursday,11,November,4,2020,False,2021
2020-11-13,20201113,5,Friday,11,November,4,2020,False,2021
2020-11-14,20201114,6,Saturday,11,November,4,2020,True,2021
2020-11-15,20201115,7,Sunday,11,November,4,2020,True,2021
2020-11-16,20201116,1,Monday,11,November,4,2020,False,2021
2020-11-17,20201117,2,Tuesday,11,November,4,2020,False,2021
2020-11-18,20201118,3,Wednesday,11,November,4,2020,False,2021
2020-11-19,20201119,4,Thursday,11,November,4,2020,False,2021
2020-11-20,20201120,5,Friday,11,November,4,2020,False,2021
2020-11-21,20201121,6,Saturday,11,November,4,2020,True,2021
2020-11-22,20201122,7,Sunday,11,November,4,2020,True,2021
2020-11-23,20201123,1,Monday,11,November,4,2020,False,2021
2020-11-24,20201124,2,Tuesday,11,November,4,2020,False,2021
2020-11-25,20201125,3,Wednesday,11,November,4,2020,False,2021
2020-11-26,20201126,4,Thursday,11,November,4,2020,False,2021
2020-11-27,20201127,5,Friday,11,November,4,2020,False,2021
2020-11-28,20201128,6,Saturday,11,November,4,2020,True,2021
2020-11-29,20201129,7,Sunday,11,November,4,2020,True,2021
2020-11-30,20201130,1,Monday,11,November,4,2020,False,2021
2020-12-01,20201201,2,Tuesday,12,December,4,2020,False,2021
2020-12-02,20201202,3,Wednesday,12,December,4,2020,False,2021
2020-12-03,20201203,4,Thursday,12,December,4,2020,False,2021
2020-12-04,20201204,5,Friday,12,December,4,2020,False,2021
2020-12-05,20201205,6,Saturday,12,December,4,2020,True,2021
2020-12-06,20201206,7,Sunday,12,December,4,2020,True,2021
2020-12-07,20201207,1,Monday,12,December,4,2020,False,2021
2020-12-08,20201208,2,Tuesday,12,December,4,2020,False,2021
2020-12-09,20201209,3,Wednesday,12,December,4,2020,False,2021
2020-12-10,20201210,4,Thursday,12,December,4,2020,False,2021
2020-12-11,20201211,5,Friday,12,December,4,2020,False,2021
2020-12-12,20201212,6,Saturday,12,December,4,2020,True,2021
2020-12-13,20201213,7,Sunday,12,December,4,2020,True,2021
2020-12-14,20201214,1,Monday,12,December,4,2020,False,2021
2020-12-15,20201215,2,Tuesday,12,December,4,2020,False,2021
2020-12-16,20201216,3,Wednesday,12,December,4,2020,False,2021
2020-12-17,20201217,4,Thursday,12,December,4,2020,False,2021
2020-12-18,20201218,5,Friday,12,December,4,2020,False,2021
2020-12-19,20201219,6,Saturday,12,December,4,2020,True,2021
2020-12-20,20201220,7,Sunday,12,December,4,2020,True,2021
2020-12-21,20201221,1,Monday,12,December,4,2020,False,2021
2020-12-22,20201222,2,Tuesday,12,December,4,2020,False,2021
2020-12-23,20201223,3,Wednesday,12,December,4,2020,False,2021
2020-12-24,20201224,4,Thursday,12,December,4,2020,False,2021
2020-12-25,20201225,5,Friday,12,December,4,2020,False,2021
2020-12-26,20201226,6,Saturday,12,December,4,2020,True,2021
2020-12-27,20201227,7,Sunday,12,December,4,2020,True,2021
2020-12-28,20201228,1,Monday,12,December,4,2020,False,2021
2020-12-29,20201229,2,Tuesday,12,December,4,2020,False,2021
2020-12-30,20201230,3,Wednesday,12,December,4,2020,False,2021
2020-12-31,20201231,4,Thursday,12,December,4,2020,False,2021
2021-01-01,20210101,5,Friday,1,January,1,2021,False,2021
2021-01-02,20210102,6,Saturday,1,January,1,2021,True,2021
2021-01-03,20210103,7,Sunday,1,January,1,2021,True,2021
2021-01-04,20210104,1,Monday,1,January,1,2021,False,2021
2021-01-05,20210105,2,Tuesday,1,January,1,2021,False,2021
2021-01-06,20210106,3,Wednesday,1,January,1,2021,False,2021
2021-01-07,20210107,4,Thursday,1,January,1,2021,False,2021
2021-01-08,20210108,5,Friday,1,January,1,2021,False,2021
2021-01-09,20210109,6,Saturday,1,January,1,2021,True,2021
2021-01-10,20210110,7,Sunday,1,January,1,2021,True,2021
2021-01-11,20210111,1,Monday,1,January,1,2021,False,2021
2021-01-12,20210112,2,Tuesday,1,January,1,2021,False,2021
2021-01-13,20210113,3,Wednesday,1,January,1,2021,False,2021
2021-01-14,20210114,4,Thursday,1,January,1,2021,False,2021
2021-01-15,20210115,5,Friday,1,January,1,2021,False,2021
2021-01-16,20210116,6,Saturday,1,January,1,2021,True,2021
2021-01-17,20210117,7,Sunday,1,January,1,2021,True,2021
2021-01-18,20210118,1,Monday,1,January,1,2021,False,2021
2021-01-19,20210119,2,Tuesday,1,January,1,2021,False,2021
2021-01-20,20210120,3,Wednesday,1,January,1,2021,False,2021
2021-01-21,20210121,4,Thursday,1,January,1,2021,False,2021
2021-01-22,20210122,5,Friday,1,January,1,2021,False,2021
2021-01-23,20210123,6,Saturday,1,January,1,2021,True,2021
2021-01-24,20210124,7,Sunday,1,January,1,2021,True,2021
2021-01-25,20210125,1,Monday,1,January,1,2021,False,2021
2021-01-26,20210126,2,Tuesday,1,January,1,2021,False,2021
2021-01-27,20210127,3,Wednesday,1,January,1,2021,False,2021
2021-01-28,20210128,4,Thursday,1,January,1,2021,False,2021
2021-01-29,20210129,5,Friday,1,January,1,2021,False,2021
2021-01-30,20210130,6,Saturday,1,January,1,2021,True,2021
2021-01-31,20210131,7,Sunday,1,January,1,2021,True,2021
2021-02-01,20210201,1,Monday,2,February,1,2021,False,2021
2021-02-02,20210202,2,Tuesday,2,February,1,2021,False,2021
2021-02-03,20210203,3,Wednesday,2,February,1,2021,False,2021
2021-02-04,20210204,4,Thursday,2,February,1,2021,False,2021
2021-02-05,20210205,5,Friday,2,February,1,2021,False,2021
2021-02-06,20210206,6,Saturday,2,February,1,2021,True,2021
2021-02-07,20210207,7,Sunday,2,February,1,2021,True,2021
2021-02-08,20210208,1,Monday,2,February,1,2021,False,2021
2021-02-09,20210209,2,Tuesday,2,February,1,2021,False,2021
2021-02-10,20210210,3,Wednesday,2,February,1,2021,False,2021
2021-02-11,20210211,4,Thursday,2,February,1,2021,False,2021
2021-02-12,20210212,5,Friday,2,February,1,2021,False,2021
2021-02-13,20210213,6,Saturday,2,February,1,2021,True,2021
2021-02-14,20210214,7,Sunday,2,February,1,2021,True,2021
2021-02-15,20210215,1,Monday,2,February,1,2021,False,2021
2021-02-16,20210216,2,Tuesday,2,February,1,2021,False,2021
2021-02-17,20210217,3,Wednesday,2,February,1,2021,False,2021
2021-02-18,20210218,4,Thursday,2,February,1,2021,False,2021
2021-02-19,20210219,5,Friday,2,February,1,2021,False,2021
2021-02-20,20210220,6,Saturday,2,February,1,2021,True,2021
2021-02-21,20210221,7,Sunday,2,February,1,2021,True,2021
2021-02-22,20210222,1,Monday,2,February,1,2021,False,2021
2021-02-23,20210223,2,Tuesday,2,February,1,2021,False,2021
2021-02-24,20210224,3,Wednesday,2,February,1,2021,False,2021
2021-02-25,20210225,4,Thursday,2,February,1,2021,False,2021
2021-02-26,20210226,5,Friday,2,February,1,2021,False,2021
2021-02-27,20210227,6,Saturday,2,February,1,2021,True,2021
2021-02-28,20210228,7,Sunday,2,February,1,2021,True,2021
2021-03-01,20210301,1,Monday,3,March,1,2021,False,2021
2021-03-02,20210302,2,Tuesday,3,March,1,2021,False,2021
2021-03-03,20210303,3,Wednesday,3,March,1,2021,False,2021
2021-03-04,20210304,4,Thursday,3,March,1,2021,False,2021
2021-03-05,20210305,5,Friday,3,March,1,2021,False,2021
2021-03-06,20210306,6,Saturday,3,March,1,2021,True,2021
2021-03-07,20210307,7,Sunday,3,March,1,2021,True,2021
2021-03-08,20210308,1,Monday,3,March,1,2021,False,2021
2021-03-09,20210309,2,Tuesday,3,March,1,2021,False,2021
